bid,bname,prog_lang,x,x1,x2,x4
614,WordPress Mobile Applications with PhoneGap,,,,,
615,WordPress Mobile Web Development: Beginner's Guide,,,,,
616,Wordpress and Flash 10x Cookbook,,,,,
617,WordPress 3 Site Blueprints,,,,,
618,WordPress 2.8 Theme Design,,,,,
619,WordPress Complete,,,,,
620,WordPress 3 For Business Bloggers,,,,,
621,WordPress for Business Bloggers,,,,,
622,"Social Media for Wordpress: Build Communities, Engage Members and Promote Your Site",,,,,
623,WordPress Theme Design,,,,,
624,WordPress Top Plugins,,,,,
625,CiviCRM Cookbook,,,,,
626,Using CiviCRM - Second Edition,,,,,
627,Using CiviCRM,,,,,
628,SugarCRM Developer's Manual: Customize and extend SugarCRM,,,,,
629,Mastering Drupal 8,,,,,
630,Drupal 8 Development Cookbook - Second Edition,,,,,
631,Drupal 8 Blueprints,,,,,
632,Drupal 8 Configuration Management,,,,,
633,Learning Drupal 8,,,,,
634,Drupal 8 Module Development,,,,,
635,Drush for Developers - Second Edition,,,,,
636,Drupal 8 Development: Beginner's Guide - Second Edition,,,,,
637,Drupal 7 Multilingual Sites,,,,,
638,Drupal 7 Business Solutions,,,,,
639,Migrating to Drupal 7,,,,,
640,Drupal 7 Module Development,,,,,
641,Drupal 7 Media,,,,,
642,Drupal 7 Webform Cookbook,,,,,
643,Drupal Intranets with Open Atrium,,,,,
644,Drupal 6 Theming Cookbook,,,,,
645,Drupal Web Services,,,,,
646,Drupal 7 Development by Example Beginner's Guide,,,,,
647,Drupal 7,,,,,
648,Drupal 6 Themes,,,,,
649,"Drupal: Creating Blogs, Forums, Portals, and Community Websites",,,,,
650,Drupal for Education and E-Learning - Second Edition,,,,,
651,Drupal 7 Views Cookbook,,,,,
652,Building E-commerce Sites with Drupal Commerce Cookbook,,,,,
653,Magento 2 Development Quick Start Guide,,,,,
654,Magento 2 Developer's Guide,,,,,
655,Magento 2 Theme Design - Second Edition,,,,,
656,Magento 2 Beginners Guide,,,,,
657,Learning Magento 2 Administration,,,,,
658,Magento 2 Development Cookbook,,,,,
659,Mastering Magento 2 - Second Edition,,,,,
660,Mastering Magento,,,,,
661,Magento Extensions Development,,,,,
662,Magento 2 Development Essentials,,,,,
663,Magento 2 Cookbook,,,,,
664,Magento PHP Developer's Guide - Second Edition,,,,,
665,Magento 2 - Build World-Class online stores,,,,,
666,Magento PHP Developer�s Guide,,,,,
667,Learning Magento Theme Development,,,,,
668,Magento 1.8 Development Cookbook,,,,,
669,Magento : Beginner's Guide - Second Edition,,,,,
670,Instant Magento Performance Optimization How-to,,,,,
671,Magento Mobile How-to,,,,,
672,Magento 1.4 Themes Design,,,,,
673,Magento 1.3 Sales Tactics Cookbook,,,,,
674,Magento 1.3: PHP Developer's Guide,,,,,
675,Getting Started with OpenCart Module Development,,,,,
676,Instant E-commerce with OpenCart: Build a Shop,,,,,
677,Building Online Stores with osCommerce: Beginner Edition,,,,,
678,Building Online Stores with osCommerce: Professional Edition,,,,,
679,Deep Inside osCommerce: The Cookbook,,,,,
680,PrestaShop Module Development,,,,,
681,PrestaShop 1.3 Beginner's Guide,,,,,
682,PrestaShop 1.3 Theming - Beginner's Guide,,,,,
683,PrestaShop 1.5 Beginner�s Guide,,,,,
684,WooCommerce Cookbook,,,,,
685,AJAX and PHP: Building Responsive Web Applications,,,,,
686,AJAX y PHP: Construyendo Aplicaciones Web Interactivas [Espanol],,,,,
687,PHP Ajax Cookbook,,,,,
688,CodeIgniter 2 Cookbook,,,,,
689,CodeIgniter 1.7 Professional Development,,,,,
690,Learning FuelPHP for Effective PHP Development,,,,,
691,Getting Started with Laravel 4,,,,,
692,MODx Web Development - Second Edition,,,,,
693,MODx Web Development,,,,,
694,Symfony 1.3 Web Application Development,,,,,
695,Extending Symfony2 Web Application Framework,,,,,
696,Symfony2 Essentials,,,,,
697,Wordpress Development Quick Start Guide,,,,,
698,WordPress Web Application Development,,,,,
699,Agile Web Application Development with Yii1.1 and PHP5,,,,,
700,Web Application Development with Yii and PHP,,,,,
701,Zend Framework 2.0 by Example: Beginner's Guide,,,,,
702,Zend Framework 2 Cookbook,,,,,
703,Zend Framework 1.8 Web Application Development,,,,,
704,Hands-On Full Stack Web Development with Angular 6 and Laravel 5,,,,,
705,AJAX and PHP: Building Modern Web Applications 2nd Edition,,,,,
706,PHP jQuery Cookbook,,,,,
707,Moodle 3 Administration - Third Edition,,,,,
708,Moodle 3.x Developer's Guide,,,,,
709,Moodle 3 E-Learning Course Development - Fourth Edition,,,,,
710,Gamification with Moodle,,,,,
711,Moodle 1.9 Math,,,,,
712,Moodle for Mobile Learning,,,,,
713,Moodle Security,,,,,
714,Moodle 2.0 First Look,,,,,
715,Moodle 2.0 for Business Beginner's Guide,,,,,
716,Moodle 1.9 for Teaching 7-14 Year Olds: Beginner's Guide,,,,,
717,Moodle 1.9 Theme Design: Beginner's Guide,,,,,
718,Moodle 2 Administration,,,,,
719,Moodle Administration,,,,,
720,Moodle Teaching Techniques,,,,,
721,Moodle 2.0 Multimedia Cookbook,,,,,
722,Science Teaching with Moodle 2.0,,,,,
723,Moodle 2.5 Multimedia Cookbook,,,,,
724,Moodle 2 for Teaching 4-9 Year Olds Beginner's Guide,,,,,
725,Moodle 1.9 Multimedia,,,,,
726,Moodle 1.9 for Design and Technology,,,,,
727,History Teaching with Moodle 2,,,,,
728,Moodle 1.9 Testing and Assessment,,,,,
729,Moodle 2.5 Multimedia,,,,,
730,Moodle 1.9 Top Extensions Cookbook,,,,,
731,WordPress for Education,,,,,
732,"Learning Joomla! 1.5 Extension Development: Creating Modules, Components, and Plugins with PHP",,,,,
733,WordPress Plugin Development: Beginner's Guide,,,,,
734,Instant Building Multi-Page Forms with Yii How-to,,,,,
735,CakePHP 2 Application Cookbook,,,,,
736,CodeIgniter for Rapid PHP Application Development,,,,,
737,CodeIgniter 1.7,,,,,
738,CouchDB and PHP Web Development Beginner's Guide,,,,,
739,Laravel Application Development Cookbook,,,,,
740,Laravel 5.x Cookbook,,,,,
741,Learning Laravel 4 Application Development,,,,,
742,Learning Laravel's Eloquent,,,,,
743,Mastering Laravel,,,,,
744,PHP and MongoDB Web Development Beginner's Guide,,,,,
745,PHP Application Development with NetBeans: Beginner's Guide,,,,,
746,"PHP Oracle Web Development: Data processing, Security, Caching, XML, Web Services, and Ajax",,,,,
747,Phalcon Cookbook,,,,,
748,Learning Phalcon PHP,,,,,
749,Mastering Symfony,,,,,
750,Yii2 Application Development Cookbook - Third Edition,,,,,
751,Mastering Yii,,,,,
752,PHP Reactive Programming,,,,,
753,Persistence in PHP with Doctrine ORM,,,,,
754,Learning PHP 7,,,,,
755,Laravel Starter,,,,,
756,Yii Project Blueprints,,,,,
757,Web Application Development with Yii 2 and PHP,,,,,
758,The Applied AI and Natural Language Processing Workshop,,,,,
759,IBM Watson Projects,,,,,
760,The Applied Artificial Intelligence Workshop,,,,,
761,Hands-On Intelligent Agents with OpenAI Gym,,,,,
762,The Artificial Intelligence Infrastructure Workshop,,,,,
763,Artificial Intelligence for IoT Cookbook,,,,,
764,Artificial Intelligence for Robotics,,,,,
765,Mobile Artificial Intelligence Projects,,,,,
766,Hands-On Genetic Algorithms with Python,,,,,
767,Artificial Intelligence with Python - Second Edition,,,,,
768,Hands-On Artificial Intelligence for Banking,,,,,
769,Python Artificial Intelligence Projects for Beginners,,,,,
770,Artificial Intelligence By Example,,,,,
771,Artificial Intelligence and Machine Learning Fundamentals,,,,,
772,Learn TensorFlow Enterprise,,,,,
773,Hands-On Artificial Intelligence for Search,,,,,
774,Hands-On Image Processing with Python,,,,,
775,Learning OpenCV 4 Computer Vision with Python 3 - Third Edition,,,,,
776,Raspberry Pi Computer Vision Programming - Second Edition,,,,,
777,Mastering OpenCV 4 with Python,,,,,
778,OpenCV 4 with Python Blueprints - Second Edition,,,,,
779,OpenCV 3 Computer Vision with Python Cookbook,,,,,
780,Practical Computer Vision,,,,,
781,OpenCV with Python By Example,,,,,
782,OpenCV 3.x with Python By Example - Second Edition,,,,,
783,Computer Vision Projects with OpenCV and Python 3,,,,,
784,OpenCV with Python Blueprints,,,,,
785,OpenCV Computer Vision with Python,,,,,
786,OpenCV Computer Vision Application Programming Cookbook Second Edition,,,,,
787,Learning OpenCV 3 Computer Vision with Python - Second Edition,,,,,
788,Computer Vision with Python 3,,,,,
789,OpenCV: Computer Vision Projects with Python,,,,,
790,Modern Computer Vision with PyTorch,,,,,
791,Raspberry Pi Computer Vision Programming,,,,,
792,TensorFlow 2.0 Computer Vision Cookbook,,,,,
793,Hands-On Image Generation with TensorFlow,,,,,
794,Hands-On Computer Vision with TensorFlow 2,,,,,
795,Mastering Computer Vision with TensorFlow 2.x,,,,,
796,Amazon Redshift Cookbook,,,,,
797,Data Engineering with AWS,,,,,
798,Practical Data Analysis - Second Edition,,,,,
799,Scalable Data Streaming with Amazon Kinesis,,,,,
800,Learning Jupyter 5 - Second Edition,,,,,
801,IPython Interactive Computing and Visualization Cookbook - Second Edition,,,,,
802,Jupyter Cookbook,,,,,
803,Jupyter for Data Science,,,,,
804,Learning Jupyter,,,,,
805,Practical Data Analysis,,,,,
806,Python Text Processing with NLTK 2.0 Cookbook,,,,,
807,Hands-On Financial Trading with Python,,,,,
808,Data Wrangling with Python,,,,,
809,Hands-On Data Analysis with NumPy and Pandas,,,,,
810,NumPy Essentials,,,,,
811,NumPy: Beginner's Guide - Third Edition,,,,,
812,NumPy Cookbook - Second Edition,,,,,
813,NumPy Beginner's Guide - Second Edition,,,,,
814,Getting Started with Python Data Analysis,,,,,
815,Python: Data Analytics and Visualization,,,,,
816,Python Data Science Essentials,,,,,
817,Mastering Python Scientific Computing,,,,,
818,Python Data Analysis - Third Edition,,,,,
819,Practical Data Analysis using Jupyter Notebook,,,,,
820,Beginning Data Science with Python and Jupyter,,,,,
821,Hands-On Exploratory Data Analysis with Python,,,,,
822,Hands-On Data Analysis with Pandas,,,,,
823,Learning pandas - Second Edition,,,,,
824,Pandas Cookbook,,,,,
825,Mastering pandas for Finance,,,,,
826,Mastering pandas,,,,,
827,Introduction to DevOps with Kubernetes,,,,,
828,Learning pandas,,,,,
829,Python Data Analysis,,,,,
830,Mastering Python Data Analysis,,,,,
831,Practical Data Analysis Cookbook,,,,,
832,Mastering Exploratory Analysis with pandas,,,,,
833,Python: End-to-end Data Analysis,,,,,
834,Become a Python Data Analyst,,,,,
835,Python Data Analysis - Second Edition,,,,,
836,SciPy Recipes,,,,,
837,Scientific Computing with Python 3,,,,,
838,Hands-On Data Science with Anaconda,,,,,
839,Snowflake Cookbook,,,,,
840,Building Data Science Applications with FastAPI,,,,,
841,Data Science for Marketing Analytics - Second Edition,,,,,
842,The Data Analysis Workshop,,,,,
843,The Applied Data Science Workshop - Second Edition,,,,,
844,Applied Data Science with Python and Jupyter,,,,,
845,Data Science with Python,,,,,
846,Data Science Projects with Python,,,,,
847,NumPy Cookbook,,,,,
848,Learning NumPy Array,,,,,
849,Mastering Python for Data Science,,,,,
850,Hands-On Generative Adversarial Networks with PyTorch 1.x,,,,,
851,The Data Science Workshop - Second Edition,,,,,
852,Python Data Science Essentials - Third Edition,,,,,
853,Deep Learning for Beginners,,,,,
854,Automated Machine Learning with AutoKeras,,,,,
855,The Deep Learning with Keras Workshop,,,,,
856,Machine Learning Automation with TPOT,,,,,
857,Generative Adversarial Networks Projects,,,,,
858,Advanced Deep Learning with Keras,,,,,
859,Practical Convolutional Neural Networks,,,,,
860,Deep Learning for Computer Vision,,,,,
861,Deep Learning with Keras,,,,,
862,Keras Deep Learning Cookbook,,,,,
863,Codeless Deep Learning with KNIME,,,,,
864,Deep Learning with Microsoft Cognitive Toolkit Quick Start Guide,,,,,
865,The Computer Vision Workshop,,,,,
866,Mastering PyTorch,,,,,
867,Deep Learning with fastai Cookbook,,,,,
868,The Deep Learning with PyTorch Workshop,,,,,
869,Deep Learning with PyTorch Quick Start Guide,,,,,
870,PyTorch Deep Learning Hands-On,,,,,
871,Deep Learning with PyTorch,,,,,
872,The TensorFlow Workshop,,,,,
873,Deep Learning with TensorFlow 2 and Keras - Second Edition,,,,,
874,Advanced Deep Learning with Python,,,,,
875,Applied Deep Learning and Computer Vision for Self-Driving Cars,,,,,
876,The Deep Learning Workshop,,,,,
877,"Mobile Deep Learning with TensorFlow Lite, ML Kit and Flutter",,,,,
878,The Applied TensorFlow and Keras Workshop,,,,,
879,Deep Learning Quick Reference,,,,,
880,Hands-On Python Deep Learning for the Web,,,,,
881,Hands-On Deep Learning for IoT,,,,,
882,Hands-On Convolutional Neural Networks with TensorFlow,,,,,
883,Hands-On Transfer Learning with Python,,,,,
884,Hands-On Deep Learning Architectures with Python,,,,,
885,Python Deep Learning - Second Edition,,,,,
886,TensorFlow Deep Learning Projects,,,,,
887,Deep Learning with TensorFlow - Second Edition,,,,,
888,Python Deep Learning Cookbook,,,,,
889,Hands-On Deep Learning for Images with TensorFlow,,,,,
890,Hands-On Deep Learning with TensorFlow,,,,,
891,Deep Learning with TensorFlow,,,,,
892,Deep Learning By Example,,,,,
893,Python Deep Learning,,,,,
894,Beginning Application Development with TensorFlow and Keras,,,,,
895,TensorFlow 1.x Deep Learning Cookbook,,,,,
896,Hands-On Deep Learning for Games,,,,,
897,ArcGIS Pro 2.x Cookbook,,,,,
898,ArcPy and ArcGIS - Second Edition,,,,,
899,Mastering ArcGIS Enterprise Administration,,,,,
900,Mapping with ArcGIS Pro,,,,,
901,Spatial Analytics with ArcGIS,,,,,
902,Programming ArcGIS with Python Cookbook - Second Edition,,,,,
903,ArcGIS By Example,,,,,
904,Learning ArcGIS Pro,,,,,
905,Learning ArcGIS for Desktop,,,,,
906,ArcGIS Blueprints,,,,,
907,Programming ArcGIS 10.1 with Python Cookbook,,,,,
908,ArcGIS for Desktop Cookbook,,,,,
909,ArcPy and ArcGIS - Geospatial Analysis with Python,,,,,
910,Matplotlib for Python Developers,,,,,
911,Geospatial Development By Example with Python,,,,,
912,OpenLayers 3: Beginner's Guide,,,,,
913,Python Geospatial Development - Third Edition,,,,,
914,Python Geospatial Development - Second Edition,,,,,
915,Python Geospatial Development,,,,,
916,Learning Geospatial Analysis with Python,,,,,
917,Learning Geospatial Analysis with Python - Third Edition,,,,,
918,Mastering Geospatial Development with QGIS 3.x - Third Edition,,,,,
919,Learn QGIS - Fourth Edition,,,,,
920,QGIS Python Programming Cookbook - Second Edition,,,,,
921,QGIS Python Programming Cookbook,,,,,
922,Practical GIS,,,,,
923,QGIS:Becoming a GIS Power User,,,,,
924,QGIS By Example,,,,,
925,QGIS Blueprints,,,,,
926,Geospatial Data Science Quick Start Guide,,,,,
927,Python Geospatial Analysis Essentials,,,,,
928,Python Geospatial Development Essentials,,,,,
929,Amazon SageMaker Best Practices,,,,,
930,Practical Machine Learning,,,,,
931,Practical Machine Learning Cookbook,,,,,
932,Learn Amazon SageMaker - Second Edition,,,,,
933,Machine Learning with Amazon SageMaker Cookbook,,,,,
934,Learn Amazon SageMaker,,,,,
935,Effective Amazon Machine Learning,,,,,
936,Azure Data Scientist Associate Certification Guide,,,,,
937,AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide,,,,,
938,Automated Machine Learning,,,,,
939,Microsoft Azure Machine Learning,,,,,
940,Machine Learning with BigQuery ML,,,,,
941,Agile Machine Learning with DataRobot,,,,,
942,The Machine Learning Workshop - Second Edition,,,,,
943,The Unsupervised Learning Workshop,,,,,
944,The Supervised Learning Workshop - Second Edition,,,,,
945,Hands-On Machine Learning with scikit-learn and Scientific Python Toolkits,,,,,
946,Hands-On Recommendation Systems with Python,,,,,
947,Feature Engineering Made Easy,,,,,
948,Python Machine Learning Cookbook - Second Edition,,,,,
949,Hands-On Unsupervised Learning with Python,,,,,
950,Hands-On Ensemble Learning with Python,,,,,
951,Mastering Probabilistic Graphical Models Using Python,,,,,
952,Mastering Machine Learning with scikit-learn - Second Edition,,,,,
953,scikit-learn Cookbook - Second Edition,,,,,
954,Building Machine Learning Systems with Python - Third Edition,,,,,
955,Machine Learning with scikit-learn Quick Start Guide,,,,,
956,Python Machine Learning By Example,,,,,
957,Machine Learning Solutions,,,,,
958,Building Machine Learning Systems with Python,,,,,
959,Test-Driven Machine Learning,,,,,
960,Machine Learning Fundamentals,,,,,
961,scikit-learn: Machine Learning Simplified,,,,,
962,Machine Learning for Developers,,,,,
963,Python Machine Learning Blueprints: Intuitive data projects you can relate to,,,,,
964,scikit-learn Cookbook,,,,,
965,Designing Machine Learning Systems with Python,,,,,
966,Learning scikit-learn: Machine Learning in Python,,,,,
967,Mastering Machine Learning with scikit-learn,,,,,
968,Machine Learning for Algorithmic Trading - Second Edition,,,,,
969,Python Machine Learning - Third Edition,,,,,
970,The Machine Learning Solutions Architect Handbook,,,,,
971,Interpretable Machine Learning with Python,,,,,
972,Mastering Machine Learning Algorithms - Second Edition,,,,,
973,Python Machine Learning By Example - Second Edition,,,,,
974,Machine Learning Using TensorFlow Cookbook,,,,,
975,Hands-On Machine Learning for Algorithmic Trading,,,,,
976,Python Machine Learning - Second Edition,,,,,
977,Hands-On One-shot Learning with Python,,,,,
978,Ensemble Machine Learning Cookbook,,,,,
979,Machine Learning Quick Reference,,,,,
980,Intelligent Mobile Projects with TensorFlow,,,,,
981,TensorFlow 2.0 Quick Start Guide,,,,,
982,Machine Learning Projects for Mobile Applications,,,,,
983,TensorFlow Machine Learning Cookbook,,,,,
